GRUPPE1	GRUPPE2	GRUPPE3	HERSTELLER	ARTIKEL_NR	HSTNUMMER	ARTIKEL1	ARTIKEL2	FVERSION	FSYSTEM	FSPRACHE	FFORMAT	FBUS	FGARANTIE	EVP	EK	AKTIONPR	AKTBIS	AKTION	VerfuegbarKZ	Vmenge	VDatum	VEta	Nachfolger	DATENBLATT1	BILD1	ERFDAT	EANCode	UPCCode	Hoehe	Breite	Laenge	Gewicht	Rang	Stck_Kart	Stck_Pal	Storno	ECLass	UNSPC	INTRASTAT	CatalogID	Auslieferungslager
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0711192	WAGL102-100EUS	Prosafe 108MBit/s 802.11a/g	Prosafe 108MBit/s 802.11a/g Thin Access Point with POE/ Standard: 802.11g, 802.11b, 802.11a/ Uplink/ VPN, WPA2, WEP/ Verschlüsselung: 128 Bit/ Max. Datenrate: 108 MB/sek. /WAGL102 ist Zubehör für WFS709TP		NMS	ML			360/24	264,56	164,20	0,00			V	7	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711192.pdf	http://www.ingrammicro.de/jpg/0711192.jpg	1.6.07 00:00:00	0606449052947		0,11	0,3	0,26	1,21	18	6	6	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0711193	WGL102-100EUS	Prosafe 108MBit/s 802.11g	Access Point arbeitet nur mit dem ProSafe Smart Wireless Switch WFS709TP zusammen. Features: 802.11g 54 Mbps, 1x 10/100BASE-T Ethernet (RJ-45) Port mit Auto Uplink (Auto MDI-X) undi 802.3af Power over Ethernet (PoE) Unterstützung.		NMS	ML			360/24	230,41	142,20	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711193.jpg	1.6.07 00:00:00	0606449052916		0,08	0,29	0,23	0,88	68	10	10	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711225	JFS524-100EUS	Fast Ethernet Switch JFS524	Fast Ethernet Switch JFS524/ Auto-MDIX/ 10Base-T, 100Base-TX/ Geschwindigkeit: 100 MBit/sek., 10 MBit/sek./ Portanzahl: 24/ Gehäuseform: Rackmount		NMS	ML			360/24	145,52	94,00	0,00			V	57	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711225.pdf	http://www.ingrammicro.de/jpg/0711225.jpg	17.7.07 00:00:00	0606449052244		0,11	0,38	0,25	2,41	131	6	42	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711226	JGS524F-100EUS	Prosafe 24PT Gigabit Rackmount	Prosafe 24 Port Gigabit Rackmount Switch with 2 SFP Slots./ LED: LK/ACT, Power, Gigabit/ Uplink/ 1000Base-LX, 1000Base-SX, 1000Base-ZX/ Geschwindigkeit: 1000 MBit/sek./ Portanzahl: 24/ Gehäuseform: Rackmount		NMS	ML			360/24	337,36	212,70	0,00			V	7	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711226.pdf	http://www.ingrammicro.de/jpg/0711226.jpg	18.7.07 00:00:00	0606449052237		0,11	0,43	0,25	2,87	62	4	56	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711247	FS726T-100EUS	ProSafe FS726T  Smart Swich	Netgear 24 Ports Smart Switch mit Gigabit Ports/ 24 x autosensing 10/100 MBit/s Ports/ 2 x autosensing 10/100/1000 MBit/s Ports/ 1 x SFP Slot für SFP GBIC Modules		NMS	Int			360/24	236,99	150,60	0,00			V	74	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711247.pdf	http://www.ingrammicro.de/jpg/0711247.jpg	14.9.07 00:00:00	0606449052220		0,11	0,52	0,32	3,60	81	4	16	Y	19030117	43222612	85176200	10161601	DE
Zubehör	Storage	Lüfter	Netgear	0711271	RND4FAN1-10000S	ReadyNas Cabinet Fan	ReadyNas Cabinet Fan for ReadyNas NV/NV+ 12VDC 92mm./ 		MSD	ML			24	33,32	24,80	0,00			A	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711271.jpg	17.9.07 00:00:00	0606449055665		0,04	0,17	0,12	0,13	999	0	0	N	19039190	43201900	84145920	10102309	DE
Zubehör	Storage	Speichererweiterungen	Netgear	0711272	RND4M1GB1-10000S	1GB SODIMM Memory	1GB SODIMM Memory for ReadyNas NV/NV+/ 		MSD	Int			24	288,95	178,70	0,00			A	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711272.jpg	17.9.07 00:00:00	0606449055740		0,09	0,2	0,1	0,13	999	0	0	N	19039190	43201800	84717050	10102315	DE
Zubehör	Storage	Netzteile	Netgear	0711273	RND4PSU1-10000S	ReadyNas AC Power Supply	ReadyNas AC Power Supply for ReadyNas NV/NV+ 100-240 VAC./ 		MSD	ML			24	191,36	118,90	0,00			V	1	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711273.jpg	17.9.07 00:00:00	0606449055733		0,07	0,22	0,14	1,14	999	0	0	Y	19039190	43201900	85044030	10102312	DE
Zubehör	Storage	Nachrüstlaufwerke	Netgear	0711274	RND4TRAY1-10000S	ReadyNas Disk Tray	ReadyNas Disk Tray for ReadyNas NV/NV+./ 		MSD	ML			24	41,16	25,40	0,00			B	0	30.1.11 01:10:36	1.3.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711274.jpg	17.9.07 00:00:00	0606449055689		0,04	0,16	0,12	0,18	2	0	0	Y	19039190	43201800	84733080	10102311	DE
Zubehör	Storage	Lüfter	Netgear	0711275	RNR4FAN1-10000S	ReadyNas 1100 Cabinet Fan Dual	ReadyNas 1100 Cabinet Fan with Extention Wire./		MSD	ML			24	45,95	31,90	0,00			A	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711275.jpg	17.9.07 00:00:00	0606449055672		0,04	0,17	0,12	0,11	999	0	0	N	19039190	43201900	84145920	10102309	DE
Zubehör	Storage	Netzteile	Netgear	0711276	RNR4PSU1-10000S	ReadyNas 1100 PSU AC Power	ReadyNas 1100 PSU AC Power Supply Unit for ReadyNas 1100/ 		MSD	ML			24	227,11	141,00	0,00			V	1	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711276.jpg	17.9.07 00:00:00	0606449055726		0,07	0,22	0,14	0,86	999	0	0	Y	19039190	43201900	85044030	10102312	DE
Zubehör	Storage	Einbaurahmen	Netgear	0711277	RNR4RL26-10000S	ReadyNas 1100 Optional 26in	ReadyNas 1100 Optional 26in Rack Mount Sliding Rail./ 		MSD	Int			24	128,39	78,90	0,00			B	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711277.jpg	17.9.07 00:00:00	0606449055702		0,05	0,7	0,1	1,82	1	1	2	Y	19039190	43201900	84733080	10102304	DE
Zubehör	Storage	Magazine	Netgear	0711278	RNR4TRAY1-10000S	ReadyNas 1100 Disk Tray	ReadyNas 1100 Disk Tray for ReadyNas 1100./ 		MSD	ML			24	41,16	29,20	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26622712-560.pdf	http://images.icecat.biz/img/norm/high/5155212-6905.jpg	17.9.07 00:00:00	0606449055696		0,04	0,17	0,12	0,18	999	0	0	N	19039190	43201800	84733080	10102310	DE
Zubehör	Storage	Nachrüstlaufwerke	Netgear	0711279	RNR4XCHG-10000S	ReadyNas 1100 X-Change System	ReadyNas 1100 X-Change System Module for ReadyNas 1100./ 		MSD	ML			24	1623,79	1001,20	0,00			A	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711279.jpg	17.9.07 00:00:00	0606449055757		0,12	0,57	0,22	2,97	999	0	2	N	19039190	43201800	84733020	10102311	DE
Storage	Storage NAS	Storage Server	Netgear	0711302	RND4000-100EUS	ReadyNas NV 4-Slot Gigabit	ReadyNas NV 4-Slot Gigabit Desktop Network Storage W/O HDD./ 		NMS	ML			60	509,69	313,70	0,00			B	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/21173063-9146.pdf	http://www.ingrammicro.de/jpg/0711302.jpg	8.10.07 00:00:00	0606449054576		0,24	0,34	0,3	6,52	54	1	35	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711378	RND4210-100EUS	ReadyNas NV+ 2TB Gigabit Deskt	ReadyNas NV+ 2TB Gigabit Desktop Network Storage/ Medientyp: Festplatten/ Formfaktor: Desktop/ max. Medienkapazität: 2000 GB		NMS	Int			60	812,47	502,90	0,00			V	6	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711378.pdf	http://www.ingrammicro.de/jpg/0711378.jpg	30.11.07 00:00:00	0606449056693		0,24	0,33	0,3	7,53	37	1	9	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711379	RND4410-100EUS	ReadyNas NV+ 4TB Gigabit Deskt	ReadyNas NV+ 4TB Gigabit Desktop Network Storage ( 4 x 1000GB HDD )./ 		NMS	Int			60	1046,50	647,60	0,00			V	29	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711379.pdf	http://www.ingrammicro.de/jpg/0711379.jpg	30.11.07 00:00:00	0606449056723		0,25	0,35	0,31	9,02	26	1	23	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0711437	XETB1001-100GRS	85 MBit/s Powerline Network	85 MBit/s Powerline Network Adapter Set 2 x XET1001-100GRS./ 		NMS	D			24	99,11	61,90	0,00			V	29	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711437.pdf	http://www.ingrammicro.de/jpg/0711437.jpg	30.1.08 00:00:00	0606449057591		0,08	0,2	0,15	0,54	56	12	60	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0711447	XAVB101-100GRS	200Mbit/s Powerline AVEthernet	200Mbit/s Powerline AV Ethernet Homeplug Network Adapter Set./ 		NMS	D			24	123,87	77,20	0,00			V	2	30.1.11 01:10:36		0712018	http://pdfs.icecat.biz/pdf/24439005-5616.pdf	http://www.ingrammicro.de/jpg/0711447.jpg	15.2.08 00:00:00	0606449055603		0,1	0,22	0,17	0,60	999	12	144	Y	19039001	43201404	85176200	10160903	DE
Storage	Storage NAS	Storage Server	Netgear	0711463	RND2110-100ISS	ReadyNas Duo 1TB Gigabit Deskt	ReadyNas Duo 1TB Gigabit Desktop Network Storage ( 1 x TB HDD )/ 		NMS	ML			36	392,49	241,80	0,00			B	0	30.1.11 01:10:36	2.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711463.jpg	5.3.08 00:00:00	0606449057775		0,18	0,3	0,26	3,96	1	2	50	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711508	WNR2000-100GRS	RangeMax Wireless-N 300 Router	RangeMax Wireless-N 300 Router mit integriertem 4-Port-Switch/ 		NMS	D			24	72,99	45,70	0,00			V	1411	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711508.pdf	http://www.ingrammicro.de/jpg/0711508.jpg	8.5.08 00:00:00	0606449059090		0,07	0,26	0,23	0,73	19	10	240	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711521	WNB2100-100GRS	Wireless-N 300 Router	Wireless-N 300 Router with USB-Adapter Kit (besteht aus WNR2000 und WN111/ 		NMS	D			24	99,13	61,90	0,00			V	90	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711521.pdf	http://www.ingrammicro.de/jpg/0711521.jpg	14.5.08 00:00:00	0606449059366		0,07	0,27	0,24	0,81	47	10	10	Y	19030101	43222609	85176200	10161301	DE
Storage	Storage NAS	Storage Server	Netgear	0711555	RNDP6350-100EUS	ReadyNAS Pro 1.5TB Gigabit DT	ReadyNAS Pro 1.5TB Gigabit DT Network Storage 3 x 500GB HDD./ 		NMS	ML			60	2378,52	1471,80	0,00			V	1	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711555.pdf	http://www.ingrammicro.de/jpg/0711555.jpg	1.9.08 00:00:00	0606449058994		0,3	0,41	0,39	10,99	999	1	6	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711556	RNDP6310-100EUS	ReadyNAS Pro 3TB Gigabit DT	ReadyNAS Pro 3TB Gigabit DT Network Storage 3 x 1000GB HDD./ 		NMS	ML			60	2794,63	1729,30	0,00			V	1	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711556.pdf	http://www.ingrammicro.de/jpg/0711556.jpg	1.9.08 00:00:00	0606449059021		0,3	0,41	0,39	11,49	999	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711558	RNDP6610-100EUS	ReadyNAS Pro 6TB Gigabit DT	ReadyNAS Pro 6TB Gigabit DT Network Storage 6 x 1000GB HDD./ 		NMS	ML			60	3864,70	2391,30	0,00			V	4	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711558.pdf	http://www.ingrammicro.de/jpg/0711558.jpg	1.9.08 00:00:00	0606449059052		0,29	0,4	0,38	13,61	73	1	4	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711607	SRXN3205-100EUS	ProSafe Dualband Wireless-N	ProSafe Dualband Wireless-N VPN Firewall./ 		NMS	D			360/24	384,07	236,70	0,00			B	0	30.1.11 01:10:36	31.1.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711607.jpg	8.10.08 00:00:00	0606449057485		0,11	0,3	0,25	2,16	17	6	6	Y	19040106	43222501	85176200	10160401	DE
Storage	Storage NAS	Storage Server	Netgear	0711612	RND2000-100ISS	ReadyNas Duo	ReadyNas Duo Diskless./ 		NMS	ML			36	275,49	169,80	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711612.pdf	http://www.ingrammicro.de/jpg/0711612.jpg	16.10.08 00:00:00	0606449056983		0,18	0,3	0,27	3,33	2	2	30	Y	19000000	43201800	84715000	10080402	DE
Zubehör	Storage	Nachrüstlaufwerke	Netgear	0711623	RNDTRAY-10000S	ReadyNas Disk Tray	ReadyNas Disk Tray for ReadyNas Duo and ReadyNas Pro./ 		MSD	ML			24	34,83	21,50	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 		http://images.icecat.biz/img/norm/high/5343285-5629.jpg	8.12.08 00:00:00	0606449063073		0,04	0,16	0,12	0,18	1	0	0	Y	19039190	43201800	84733080	10102311	DE
Netzwerk & Kommunikation	Digital Media	Digital Media Hardware	Netgear	0711627	EVA9150-100EUS	DIGITAL ENTERTAINER ELITE	EVA9150 Digital Entertainer Elite./ 		NMS	Int			24	472,36	352,10	0,00			B	0	30.1.11 01:10:36	8.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711627.jpg	22.1.09 00:00:00	0606449063684		0,11	0,5	0,38	4,74	3	1	4	Y	19000000	43201800		10160201	DE
Storage	Storage NAS	Storage Server	Netgear	0711634	RNDX4210-100EUS	ReadyNas NVX 2TB W/ 2x 1000GB	ReadyNas NVX 2TB with 2 x 1000GB ProSafe./		NMS	Int			60	1142,72	707,20	0,00			V	3	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711634.pdf	http://www.ingrammicro.de/jpg/0711634.jpg	31.3.09 00:00:00	0606449060188		0,25	0,36	0,31	7,94	71	1	10	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711635	RNDX4250-100EUS	ReadyNas NVX 1TB	ReadyNas NVX 1TB  2 x 500GB HDD./ Schnittstelle: USB 2.0/ Raidlevel: 1, 5, 0/		NMS	Int			60	1032,61	635,30	0,00			B	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711635.pdf	http://www.ingrammicro.de/jpg/0711635.jpg	18.5.09 00:00:00	0606449060218		0,25	0,36	0,31	7,50	999	1	8	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711636	RNDX4410-100EUS	ReadyNas NVX 4TB W/ 4x 1000GB	ReadyNas NVX 4TB with 4 x 1000GB ProSafe./ 		NMS	Int			60	1583,14	979,70	0,00			V	11	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711636.pdf	http://www.ingrammicro.de/jpg/0711636.jpg	31.3.09 00:00:00	0606449060249		0,24	0,34	0,3	9,38	35	1	7	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711642	GS724TPS-100EUS	ProSafe Gigabit SM Switch POE	ProSafe Gigabit SM Switch POE 24 x 10/100/1000./ 		NMS				360/24	1337,93	826,70	0,00			B	0	30.1.11 01:10:36	8.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711642.jpg	1.7.09 00:00:00	0606449061093		0,11	0,54	0,43	6,44	203	1	4	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711643	GS748TPS-100EUS	ProSafe Gigabit SM Switch POE	ProSafe Gigabit SM Switch POE 48 x 10/100/1000./ 		NMS	ML			360/24	2378,32	1475,40	0,00			V	7	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711643.jpg	1.7.09 00:00:00	0606449061123		0,09	0,55	0,52	8,69	120	1	8	Y	19030117	43222612	85176200	10161601	DE
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711646	STM150E-10000S	EMAIL SUBSCRIPTION F/ STM150E	1YR                              UK		MSD					517,35	318,30	0,00			N	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711646.jpg	27.2.09 00:00:00	0606449061918		0	0	0	1,00	999	0	0	Y	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711651	STM150W3-10000S	WEB THREAT SUBSCR.	STM150W 3YR                      UK		MSD					1320,85	812,50	0,00			N	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711651.jpg	27.2.09 00:00:00	0606449063479		0	0	0	1,00	999	0	0	Y	25101001	81111805	49119900	10101305	CH
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711652	STM150EW-100EUS	Bundle STM150 Web+eMail Threat	Bundle STM150 Web+eMail Threat MGM Appl STM150E / STN150W / STM150M./ 		MSD				24	3208,51	1987,30	0,00			V	5	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22309884-5475.pdf	http://www.ingrammicro.de/jpg/0711652.jpg	27.2.09 00:00:00	0606449061949		0,11	0,55	0,37	4,97	999	1	0	Y	19040106	43222501	49119900	10160401	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711653	STM300EW-100EUS	BUNDLE WITH STM300 / STM300E	STM300W / STM300M		MSD	ML			24	5175,74	3193,70	0,00			A	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711653.jpg	9.7.09 00:00:00	0606449062434		0	0	0	1,00	999	0	0	N	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711655	STM600EW-100EUS	BUNDLE WITH STM600 / STM600E 	STM600W / STM600M		MSD	ML			24	7453,00	4612,90	0,00			V	4	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711655.jpg	9.7.09 00:00:00	0606449062564		0,24	0,58	0,54	12,80	999	1	0	Y	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0711659	WNAP210-100PES	ProSafe Wireless-N 300	ProSafe Wireless-N 300 Access Point mit POE./ 		NMS	D			360/24	252,70	156,90	0,00			V	47	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711659.jpg	11.5.09 00:00:00	0606449064612		0,07	0,3	0,26	0,94	28	10	30	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0711660	WG103-100PES	ProSafe Wireless Access Point	ProSafe Wireless Access Point 802.11g./ 		NMS				360/24	205,07	127,40	0,00			V	101	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24251816-2194.pdf	http://images.icecat.biz/img/norm/high/1968863-4636.jpg	1.7.09 00:00:00	0606449063639		0,07	0,26	0,24	0,83	24	10	80	Y	19030112	43210000	85176200	10160101	DE
Zubehör	Netzwerkkommunikation	Antennen	Netgear	0711676	ANT2409-20000S	Antenna OmniDirectional	Antenna OmniDirectional 9dbi./ 		NMS	I			24	238,96	147,90	0,00			V	2	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711676.jpg	17.4.09 00:00:00	0606449058581		0,1	0,66	0,13	1,29	6	1	2	Y	19039001	43222600	85177011	10101313	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711677	WNR1000-100PES	RangeMax N150 WLAN Router	RangeMax N150 WLAN Router INC. 4 Port Switch,/ 		NMS	ML			24	49,60	30,70	0,00			V	397	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/23974956-8840.pdf	http://www.ingrammicro.de/jpg/0711677.jpg	17.4.09 00:00:00	0606449062618		0,05	0,27	0,24	0,63	3	12	240	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711678	MBR624GU-100PES	3/UMTS Mobile Router WLAN	3G Mobile Router Broadband Wireless 54MBit / SEC 802.11g/ LAN, W-LAN/ DHCP, QoS, Uplink/ VPN, Firewall, NAT, WEP, WPA/ 802.11g/ Geschwindigkeit: 54 MBit/sek., 10 MBit/sek., 100 MBit/sek./ Portanzahl: 4/ IPSec/ Protokolle: TCP/IP, PPTP, L2TP		NMS	Int			24	96,38	59,80	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711678.pdf	http://www.ingrammicro.de/jpg/0711678.jpg	31.3.09 00:00:00	0606449064469		0,07	0,26	0,23	0,81	39	10	70	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711679	JGS524-200EUS	Prosafe 24x Gigabit Ethernet	Prosafe 24x Gigabit Ethernet Switch Incl. Rackmount Kit./ 		NMS	ML			360/24	337,34	210,70	0,00			V	14	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711679.pdf	http://www.ingrammicro.de/jpg/0711679.jpg	17.4.09 00:00:00	0606449064261		0,11	0,43	0,25	2,76	48	4	20	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Netzwerkkommunikation	Starterkit	Netgear	0711680	WGB111-900PES	54MBit/s WLAN Networking Kit	54MBit/s WLAN Networking Kit WGR614 und WG111 USB 2.0/ 		NMS	D			24	64,05	39,40	0,00			B	0	30.1.11 01:10:36	3.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24098604-2061.pdf	http://images.icecat.biz/img/norm/high/2152475-7203.jpg	17.4.09 00:00:00	0606449064087		0,07	0,26	0,23	0,76	1	10	20	Y	19030100	43210000	85176200	10160522	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711681	UTM10-100EUS	Prosecure UTM10 VPN Firewall	Prosecure UTM10 VPN Firewall with 4 Port Gigabit Switch USB RS232./ 		NMS	ML			24	603,61	375,40	0,00			V	4	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22563559-1241.pdf	http://www.ingrammicro.de/jpg/0711681.jpg	23.4.09 00:00:00	0606449061581		0,11	0,43	0,25	3,08	31	1	4	Y	19040106	43222501	85176200	10160401	DE
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711682	UTM10E-10000S	EMail Threat Management	EMail Threat Management Subscription 1 Year for UTM10./ 		MSD	ML				168,20	103,80	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22563408-1512.pdf	http://www.ingrammicro.de/jpg/0711682.jpg	23.4.09 00:00:00	0606449061451		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711683	UTM10E3-10000S	EMail Threat Management	EMail Threat Management Subscription 3 Years for UTM10/ 		MSD	ML				428,90	264,50	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552790-4480.pdf	http://www.ingrammicro.de/jpg/0711683.jpg	23.4.09 00:00:00	0606449063509		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711684	UTM10EW-100EUS	Prosecure UTM Bundle	Prosecure UTM Bundle with UTM10 UTM10E UTM10M UTM10W 1 Year./ 		NMS	ML			24	881,40	547,30	0,00			V	10	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552945-5512.pdf	http://www.ingrammicro.de/jpg/0711684.jpg	23.4.09 00:00:00	0606449061673		0,11	0,43	0,25	3,12	32	1	11	Y	19040106	43222501	85176200	10160401	DE
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711685	UTM10M-10000S	Prosecure UTM10 Support/Maint	Prosecure UTM10 Support/Maint 1 Year 24 / 7 ADV Replacement Subscription./ 		MSD	ML				100,78	62,80	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552808-1699.pdf	http://www.ingrammicro.de/jpg/0711685.jpg	23.4.09 00:00:00	0606449061468		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711687	UTM10W-10000S	Web Threat Management	Web Threat Management Subscription 1 Year for UTM10/ 		MSD	ML				168,20	103,80	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552641-9518.pdf	http://www.ingrammicro.de/jpg/0711687.jpg	23.4.09 00:00:00	0606449061444		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711688	UTM10W3-10000S	Web Threat Management	Web Threat Management Subscription 3 Years for UTM10/ 		MSD	ML				428,90	264,50	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552791-1731.pdf	http://www.ingrammicro.de/jpg/0711688.jpg	23.4.09 00:00:00	 		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711689	UTM25-100EUS	Prosecure UTM25 VPN Firewall	Prosecure UTM25 VPN Firewall with 4 Port Gigabit Switch USB RS232./ 		NMS	ML			24	844,25	521,20	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/22552956-1954.pdf	http://www.ingrammicro.de/jpg/0711689.jpg	23.4.09 00:00:00	0606449061406		0,12	0,44	0,26	3,26	999	1	1	Y	19040106	43222501	85176200	10160401	DE
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711690	UTM25W-10000S	Web Threat Management	Web Threat Management Subscription 1 Year for UTM25./ 		MSD	ML				211,75	130,60	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552786-4002.pdf	http://www.ingrammicro.de/jpg/0711690.jpg	23.4.09 00:00:00	0606449061505		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
